Fecha;Num_Cuba;Lote;FORMATO;PH;ES;MG;SAL
16/09/2015;3;37015;Barra 3 kg;5,53;58,1;31,6;1,16
11/05/2015;27;24215;3 KG;5,31;56,92;30,79;1,48
18/05/2016;5;25016;Barra 3 kg;5,43;58,6;33,48;1,08
14/03/2016;1;18516;Barra 3 kg;5,51;57,79;31,89;1,2
25/01/2016;12;13616;Barra 3 kg;5,49;56,79;30,38;1,58
29/04/2015;5;23015;500 g;5,47;NA;NA;NA
09/02/2015;1;15115;Barra 3 kg;5,46;57,36;32;1,32
30/09/2015;7;38415;Barra 3 kg;5,35;58,54;32,28;1,21
06/04/2015;18;20715;Barra 4,2 kg;5,34;57,95;30,61;1,44
14/09/2015;7;36815;3 KG;5,43;56,9;31,04;1,16
13/05/2015;13;24415;500 g;5,42;57,43;30,43;0,99
03/03/2015;27;17315;Barra 4,2 kg;5,62;56,38;30,02;0,83
25/05/2016;33;25716;Barra 3 kg;5,49;56,95;31,02;1,51
03/03/2015;36;17315;Barra 4,2 kg;5,53;57,54;30,1;0,79
02/03/2015;2;17215;3 KG;5,46;57,67;31,36;1,56
01/02/2016;33;14316;3 KG;5,38;56,96;31,16;1,44
13/06/2016;4;27616;1 kg;5,45;57,17;30,73;1,31
13/04/2016;13;21516;Barra 3 kg;5,49;58,25;31,48;1,8
09/12/2015;2;45415;1 kg;5,49;55,1;29,91;1,85
19/11/2015;2;43415;Barra 3 kg;5,47;57,35;31,71;1,24
13/04/2016;8;21516;Barra 3 kg;5,45;56,75;30,31;1,46
19/10/2015;2;40315;1 kg;5,42;57,1;30,95;1,4
06/08/2015;16;32915;Barra 4,2 kg;5,41;57,04;30,21;1,18
08/01/2016;17;11916;Barra 4,2 kg;5,45;58,22;31,45;1,37
01/10/2015;2;38515;1 kg;5,45;56,94;30,32;1,1
10/03/2016;26;18116;Barra 3 kg;5,55;56,96;30,7;1,29
27/05/2015;23;25815;Barra 3 kg;5,44;59,19;33,15;1,16
04/02/2015;5;14615;Barra 3 kg;5,38;58,26;31,86;1,2
29/02/2016;5;17116;1 kg;5,43;57,6;30,47;1,68
03/08/2015;9;32615;Barra 3 kg;5,57;56,48;30,99;1,26
07/05/2015;7;23815;Barra 3 kg;5,43;57,03;31,06;1,28
08/07/2015;29;30015;Barra 3 kg;5,5;57,74;31,68;1,17
22/07/2015;9;31415;500 g;5,42;59,15;31,43;0,98
24/09/2015;31;37815;Barra 3 kg;5,66;57,83;32,17;1,08
01/02/2016;28;14316;3 KG;5,4;58,01;32,17;1,35
12/02/2015;4;15415;1 kg;5,35;57,27;30,82;1,45
24/06/2015;9;28615;Barra 3 kg;5,28;59,63;32,71;1,04
16/03/2015;19;18615;Barra 3 kg;5,57;57,66;31,68;1,37
05/03/2015;5;17515;Barra 3 kg;5,51;57,68;31,34;1,28
31/03/2015;9;20115;Barra 3 kg;5,53;56,44;31,22;1,49
23/05/2016;19;25516;3 KG;5,43;56,76;30,56;1,7
24/09/2015;24;37815;Barra 3 kg;5,45;57,78;31,65;1,23
30/10/2015;3;41415;Barra 4,2 kg;5,47;57,29;31,5;1,45
06/11/2015;3;42115;Barra 4,2 kg;5,49;56,93;31,03;1,35
09/03/2015;23;17915;3 KG;5,32;56,69;30,48;0,91
02/05/2016;18;23416;3 KG;5,39;57,41;31,6;1,94
25/03/2015;14;19515;Barra 3 kg;5,43;57,14;30,7;1,71
04/01/2016;3;11516;Barra 3 kg;5,42;56,24;31,21;1,82
21/08/2015;14;34415;Barra 4,2 kg;5,36;58,92;32,59;1,15
17/11/2015;1;43215;1 kg;5,45;56,62;30,63;1,25
01/07/2015;18;29315;Barra 3 kg;5,68;58,35;31,87;1,44
28/03/2016;21;19916;Barra 3 kg;5,38;57,6;30,91;1,89
06/07/2015;13;29815;3 KG;5,41;57,28;31,3;1,41
18/11/2015;6;43315;Barra 3 kg;5,52;58,35;32,19;1,03
23/03/2015;8;19315;Barra 3 kg;5,34;57,81;31,17;1,23
24/06/2015;4;28615;Barra 3 kg;5,37;58,85;32,2;1,28
10/06/2016;12;27316;Barra 4,2 kg;5,32;57,77;32,08;1,12
05/03/2015;17;17515;Barra 3 kg;5,44;56,71;30,18;1,24
09/02/2015;10;15115;Barra 3 kg;5,47;56,46;31,39;1,48
11/02/2015;7;15315;500 g;5,56;58,73;32,47;1,3
20/04/2015;41;22115;3 KG;5,46;58,56;32,61;1,21
24/02/2016;7;16616;Barra 3 kg;5,46;57,91;31,3;1,22
28/04/2016;15;23016;Barra 3 kg;5,42;57,7;32,19;1,9
28/01/2016;25;13916;3 KG;5,43;58,02;32,04;1,61
17/03/2016;32;18816;Barra 3 kg;5,35;56,87;29,58;1,93
05/01/2016;10;11616;Barra 3 kg;5,49;57,96;30,97;1,06
17/04/2015;22;21815;Barra 4,2 kg;5,44;57,34;31,2;1,32
25/03/2015;2;19515;Barra 3 kg;5,49;57,3;30,78;1,1
21/05/2015;17;25215;Barra 3 kg;5,54;56,83;30,97;1,41
30/03/2015;3;20015;Barra 3 kg;5,39;59,03;32,09;1,12
11/01/2016;11;12216;3 KG;5,4;57,46;31,45;1,54
02/03/2015;13;17215;3 KG;5,44;57,22;31,05;1,24
07/04/2015;7;20815;Barra 3 kg;5,45;56,9;31,36;1,61
07/12/2015;18;45215;3 KG;5,34;57,26;31,07;1,72
20/04/2015;8;22115;1 kg;5,52;58,2;32,74;1,4
06/04/2015;11;20715;3 KG;5,38;58,12;31,48;1,2
17/02/2016;20;15916;Barra 3 kg;5,61;57,49;31,47;1,42
27/04/2015;8;22815;3 KG;5,43;58,84;32,81;1,11
13/04/2015;4;21415;Barra 4,2 kg;5,42;58,42;31,62;0,58
06/06/2016;19;26916;3 KG;5,41;57,6;32,38;1,26
13/07/2015;3;30515;3 KG;5,43;57,72;31,85;1,48
27/05/2015;11;25815;Barra 3 kg;5,5;57,76;31,96;1,13
27/03/2015;7;19715;3 KG;5,44;58,82;32,34;1,1
21/12/2015;2;46615;1 kg;5,57;57,45;31,97;1,8
17/11/2015;2;43215;1 kg;5,77;56,36;30,42;1,59
01/02/2016;27;14316;3 KG;5,36;57,66;32,15;1,56
21/09/2015;19;37515;3 KG;5,5;58,15;32,53;1,68
28/03/2016;26;19916;3 KG;5,31;55,84;30,47;1,96
17/11/2015;4;43215;1 kg;5,83;57,31;31,28;1,72
12/05/2016;32;24416;3 KG;5,56;57,89;31,37;1,3
01/07/2015;24;29315;Barra 3 kg;5,48;58,77;32,23;1,71
22/03/2016;14;19316;Barra 3 kg;5,44;59,04;31,92;1,15
10/05/2016;3;24216;Barra 4,2 kg;5,43;58,89;32,57;1,41
11/08/2015;17;33415;Barra 3 kg;5,64;57,18;31,34;1,33
13/04/2015;2;21415;Barra 4,2 kg;5,38;57,88;31,76;1,27
16/05/2016;12;24816;3 KG;5,32;56,64;30,4;1,84
10/03/2016;13;18116;3 KG;5,62;57,27;30,96;1,73
01/06/2016;19;26416;Barra 3 kg;5,53;57,19;31,39;1,32
30/03/2016;14;20116;Barra 3 kg;5,6;56,92;31,01;1,77
02/03/2016;9;17316;Barra 3 kg;5,56;56,18;30,49;1,56
20/08/2015;6;34315;Barra 3 kg;5,52;58,51;32,47;1,47
17/03/2016;28;18816;Barra 3 kg;5,22;57,49;31,29;1,51
07/12/2015;20;45215;3 KG;5,36;57,44;30,87;1,69
12/06/2015;22;27415;Barra 4,2 kg;5,53;57,19;31,89;1,17
03/02/2016;24;14516;Barra 3 kg;5,52;58,21;32,09;1,07
19/11/2015;13;43415;Barra 3 kg;5,46;57,78;32,22;1,46
24/06/2015;19;28615;Barra 3 kg;5,41;57,28;31,34;1,34
22/12/2015;13;46715;Barra 3 kg;5,45;57,64;31,74;1,61
01/07/2015;17;29315;500 g;5,74;57,52;30,75;1,05
13/02/2015;13;15515;Barra 4,2 kg;5,39;57,29;31,79;1,46
19/11/2015;7;43415;Barra 3 kg;5,46;56,96;31,53;1,79
03/02/2016;31;14516;Barra 3 kg;5,58;55,55;31,18;1,34
31/03/2015;14;20115;Barra 3 kg;5,55;56,92;30,98;1,36
08/12/2015;12;45315;Barra 3 kg;5,61;59,07;32,18;1,07
01/06/2015;4;26315;Barra 3 kg;5,67;58,3;32,56;1,48
01/02/2016;1;14316;Barra 3 kg;5,52;58,21;32,56;1,81
30/05/2016;34;26216;3 KG;5,44;56,48;30,72;1,8
03/08/2015;7;32615;1 kg;5,57;57,17;31,03;1,41
17/03/2015;16;18715;Barra 4,2 kg;5,52;57,35;30,84;1,47
25/11/2015;7;44015;500 g;5,52;57,12;30,57;1,27
21/09/2015;15;37515;500 g;5,49;57,31;31,06;1,35
09/02/2015;14;15115;Barra 3 kg;5,47;57,98;31,95;1,45
27/04/2015;5;22815;3 KG;5,61;57,95;32,2;1,08
26/02/2016;6;16816;Barra 4,2 kg;5,42;58,46;31,72;1,73
22/06/2015;6;28415;1 kg;5,41;56,96;30,47;1,45
